"flight_id","flight_no","scheduled_departure","scheduled_arrival","departure_airport","arrival_airport","status","aircraft_code","actual_departure","actual_arrival"
6327,"PG0178","2017-08-09 11:45:00+00","2017-08-09 12:15:00+00","SVO","GOJ","Arrived","SU9","2017-08-09 11:46:00+00","2017-08-09 12:16:00+00"
6328,"PG0179","2017-08-09 13:20:00+00","2017-08-09 13:50:00+00","SVO","GOJ","Arrived","SU9","2017-08-09 13:23:00+00","2017-08-09 13:53:00+00"
6329,"PG0179","2017-07-22 13:20:00+00","2017-07-22 13:50:00+00","SVO","GOJ","Arrived","SU9","2017-07-22 13:23:00+00","2017-07-22 13:53:00+00"
6330,"PG0178","2017-07-22 11:45:00+00","2017-07-22 12:15:00+00","SVO","GOJ","Arrived","SU9","2017-07-22 11:47:00+00","2017-07-22 12:17:00+00"
6331,"PG0179","2017-08-05 13:20:00+00","2017-08-05 13:50:00+00","SVO","GOJ","Arrived","SU9","2017-08-05 13:22:00+00","2017-08-05 13:52:00+00"
6332,"PG0178","2017-08-24 11:45:00+00","2017-08-24 12:15:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6333,"PG0179","2017-08-24 13:20:00+00","2017-08-24 13:50:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6334,"PG0178","2017-09-11 11:45:00+00","2017-09-11 12:15:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6335,"PG0178","2017-08-29 11:45:00+00","2017-08-29 12:15:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6336,"PG0179","2017-08-29 13:20:00+00","2017-08-29 13:50:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6337,"PG0178","2017-09-05 11:45:00+00","2017-09-05 12:15:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6338,"PG0179","2017-09-05 13:20:00+00","2017-09-05 13:50:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6339,"PG0179","2017-07-23 13:20:00+00","2017-07-23 13:50:00+00","SVO","GOJ","Arrived","SU9","2017-07-23 13:23:00+00","2017-07-23 13:53:00+00"
6340,"PG0179","2017-09-11 13:20:00+00","2017-09-11 13:50:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6341,"PG0179","2017-08-01 13:20:00+00","2017-08-01 13:50:00+00","SVO","GOJ","Arrived","SU9","2017-08-01 13:20:00+00","2017-08-01 13:50:00+00"
6342,"PG0178","2017-07-30 11:45:00+00","2017-07-30 12:15:00+00","SVO","GOJ","Arrived","SU9","2017-07-30 11:47:00+00","2017-07-30 12:17:00+00"
6343,"PG0178","2017-08-03 11:45:00+00","2017-08-03 12:15:00+00","SVO","GOJ","Arrived","SU9","2017-08-03 11:46:00+00","2017-08-03 12:16:00+00"
6344,"PG0179","2017-07-30 13:20:00+00","2017-07-30 13:50:00+00","SVO","GOJ","Arrived","SU9","2017-07-30 13:23:00+00","2017-07-30 13:53:00+00"
6345,"PG0179","2017-08-25 13:20:00+00","2017-08-25 13:50:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6346,"PG0179","2017-08-10 13:20:00+00","2017-08-10 13:50:00+00","SVO","GOJ","Arrived","SU9","2017-08-10 13:25:00+00","2017-08-10 13:55:00+00"
6347,"PG0178","2017-08-10 11:45:00+00","2017-08-10 12:15:00+00","SVO","GOJ","Arrived","SU9","2017-08-10 11:46:00+00","2017-08-10 12:16:00+00"
6348,"PG0179","2017-07-18 13:20:00+00","2017-07-18 13:50:00+00","SVO","GOJ","Arrived","SU9","2017-07-18 13:25:00+00","2017-07-18 13:55:00+00"
6349,"PG0178","2017-07-18 11:45:00+00","2017-07-18 12:15:00+00","SVO","GOJ","Arrived","SU9","2017-07-18 11:45:00+00","2017-07-18 12:15:00+00"
6350,"PG0178","2017-09-14 11:45:00+00","2017-09-14 12:15:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6351,"PG0178","2017-09-08 11:45:00+00","2017-09-08 12:15:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6352,"PG0179","2017-09-14 13:20:00+00","2017-09-14 13:50:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6353,"PG0178","2017-08-21 11:45:00+00","2017-08-21 12:15:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6354,"PG0179","2017-08-21 13:20:00+00","2017-08-21 13:50:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6355,"PG0178","2017-09-02 11:45:00+00","2017-09-02 12:15:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6356,"PG0179","2017-09-02 13:20:00+00","2017-09-02 13:50:00+00","SVO","GOJ","Scheduled","SU9",NULL,NULL
6357,"PG0251","2017-07-29 15:05:00+00","2017-07-29 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-29 15:05:00+00","2017-07-29 16:45:00+00"
6358,"PG0251","2017-08-17 15:05:00+00","2017-08-17 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6359,"PG0251","2017-08-09 15:05:00+00","2017-08-09 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-09 15:11:00+00","2017-08-09 16:52:00+00"
6360,"PG0251","2017-08-03 15:05:00+00","2017-08-03 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-03 15:07:00+00","2017-08-03 16:46:00+00"
6361,"PG0251","2017-09-12 15:05:00+00","2017-09-12 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6362,"PG0251","2017-09-08 15:05:00+00","2017-09-08 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6363,"PG0251","2017-07-18 15:05:00+00","2017-07-18 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-18 15:08:00+00","2017-07-18 16:49:00+00"
6364,"PG0251","2017-07-17 15:05:00+00","2017-07-17 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-17 15:07:00+00","2017-07-17 16:47:00+00"
6365,"PG0251","2017-07-20 15:05:00+00","2017-07-20 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-20 15:10:00+00","2017-07-20 16:49:00+00"
6366,"PG0251","2017-08-19 15:05:00+00","2017-08-19 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6367,"PG0251","2017-08-06 15:05:00+00","2017-08-06 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-06 15:10:00+00","2017-08-06 16:50:00+00"
6368,"PG0251","2017-08-14 15:05:00+00","2017-08-14 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-14 15:08:00+00","2017-08-14 16:50:00+00"
6369,"PG0251","2017-08-29 15:05:00+00","2017-08-29 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6370,"PG0251","2017-09-11 15:05:00+00","2017-09-11 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6371,"PG0251","2017-07-27 15:05:00+00","2017-07-27 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-27 15:07:00+00","2017-07-27 16:47:00+00"
6372,"PG0251","2017-07-22 15:05:00+00","2017-07-22 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-22 15:08:00+00","2017-07-22 16:48:00+00"
6373,"PG0251","2017-09-02 15:05:00+00","2017-09-02 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6374,"PG0251","2017-09-14 15:05:00+00","2017-09-14 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6375,"PG0251","2017-07-26 15:05:00+00","2017-07-26 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-26 15:08:00+00","2017-07-26 16:49:00+00"
6376,"PG0251","2017-08-25 15:05:00+00","2017-08-25 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6377,"PG0251","2017-08-16 15:05:00+00","2017-08-16 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6378,"PG0251","2017-07-23 15:05:00+00","2017-07-23 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-23 15:07:00+00","2017-07-23 16:45:00+00"
6379,"PG0251","2017-08-10 15:05:00+00","2017-08-10 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-10 15:09:00+00","2017-08-10 16:49:00+00"
6380,"PG0251","2017-09-04 15:05:00+00","2017-09-04 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6381,"PG0251","2017-07-19 15:05:00+00","2017-07-19 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-19 18:33:00+00","2017-07-19 20:13:00+00"
6382,"PG0251","2017-08-23 15:05:00+00","2017-08-23 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6383,"PG0251","2017-08-05 15:05:00+00","2017-08-05 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-05 15:09:00+00","2017-08-05 16:50:00+00"
6384,"PG0251","2017-07-21 15:05:00+00","2017-07-21 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-21 15:10:00+00","2017-07-21 16:50:00+00"
6385,"PG0251","2017-08-11 15:05:00+00","2017-08-11 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-11 15:10:00+00","2017-08-11 16:51:00+00"
6386,"PG0251","2017-07-24 15:05:00+00","2017-07-24 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-24 15:09:00+00","2017-07-24 16:48:00+00"
6387,"PG0251","2017-09-13 15:05:00+00","2017-09-13 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6388,"PG0251","2017-08-04 15:05:00+00","2017-08-04 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-04 15:08:00+00","2017-08-04 16:48:00+00"
6389,"PG0251","2017-09-05 15:05:00+00","2017-09-05 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6390,"PG0251","2017-08-02 15:05:00+00","2017-08-02 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-02 15:09:00+00","2017-08-02 16:50:00+00"
6391,"PG0251","2017-09-01 15:05:00+00","2017-09-01 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6392,"PG0251","2017-08-28 15:05:00+00","2017-08-28 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6393,"PG0251","2017-08-15 15:05:00+00","2017-08-15 16:45:00+00","SVO","AAQ","On Time","733",NULL,NULL
6394,"PG0251","2017-09-09 15:05:00+00","2017-09-09 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6395,"PG0251","2017-08-31 15:05:00+00","2017-08-31 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6396,"PG0251","2017-09-07 15:05:00+00","2017-09-07 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6397,"PG0251","2017-09-10 15:05:00+00","2017-09-10 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6398,"PG0251","2017-07-28 15:05:00+00","2017-07-28 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-28 15:11:00+00","2017-07-28 16:51:00+00"
6399,"PG0251","2017-07-31 15:05:00+00","2017-07-31 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-31 15:09:00+00","2017-07-31 16:49:00+00"
6400,"PG0251","2017-09-06 15:05:00+00","2017-09-06 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6401,"PG0251","2017-08-24 15:05:00+00","2017-08-24 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6402,"PG0251","2017-08-26 15:05:00+00","2017-08-26 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6403,"PG0251","2017-07-25 15:05:00+00","2017-07-25 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-25 15:09:00+00","2017-07-25 16:49:00+00"
6404,"PG0251","2017-08-30 15:05:00+00","2017-08-30 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6405,"PG0251","2017-08-27 15:05:00+00","2017-08-27 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6406,"PG0251","2017-08-12 15:05:00+00","2017-08-12 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-12 15:07:00+00","2017-08-12 16:47:00+00"
6407,"PG0251","2017-08-18 15:05:00+00","2017-08-18 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6408,"PG0251","2017-08-08 15:05:00+00","2017-08-08 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-08 18:36:00+00","2017-08-08 20:16:00+00"
6409,"PG0251","2017-08-13 15:05:00+00","2017-08-13 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-13 15:11:00+00","2017-08-13 16:51:00+00"
6410,"PG0251","2017-08-07 15:05:00+00","2017-08-07 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-07 15:07:00+00","2017-08-07 16:46:00+00"
6411,"PG0251","2017-07-16 15:05:00+00","2017-07-16 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-16 15:10:00+00","2017-07-16 16:51:00+00"
6412,"PG0251","2017-08-21 15:05:00+00","2017-08-21 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6413,"PG0251","2017-08-01 15:05:00+00","2017-08-01 16:45:00+00","SVO","AAQ","Arrived","733","2017-08-01 15:08:00+00","2017-08-01 16:48:00+00"
6414,"PG0251","2017-08-20 15:05:00+00","2017-08-20 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6415,"PG0251","2017-09-03 15:05:00+00","2017-09-03 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6416,"PG0251","2017-08-22 15:05:00+00","2017-08-22 16:45:00+00","SVO","AAQ","Scheduled","733",NULL,NULL
6417,"PG0251","2017-07-30 15:05:00+00","2017-07-30 16:45:00+00","SVO","AAQ","Arrived","733","2017-07-30 15:06:00+00","2017-07-30 16:47:00+00"
6418,"PG0093","2017-08-29 06:40:00+00","2017-08-29 08:50:00+00","SVO","USK","Scheduled","CR2",NULL,NULL
6419,"PG0093","2017-09-12 06:40:00+00","2017-09-12 08:50:00+00","SVO","USK","Cancelled","CR2",NULL,NULL
6420,"PG0093","2017-08-22 06:40:00+00","2017-08-22 08:50:00+00","SVO","USK","Scheduled","CR2",NULL,NULL
6421,"PG0093","2017-08-15 06:40:00+00","2017-08-15 08:50:00+00","SVO","USK","Arrived","CR2","2017-08-15 06:41:00+00","2017-08-15 08:52:00+00"
6422,"PG0093","2017-08-01 06:40:00+00","2017-08-01 08:50:00+00","SVO","USK","Arrived","CR2","2017-08-01 06:42:00+00","2017-08-01 08:53:00+00"
6423,"PG0093","2017-07-18 06:40:00+00","2017-07-18 08:50:00+00","SVO","USK","Arrived","CR2","2017-07-18 06:41:00+00","2017-07-18 08:52:00+00"
6424,"PG0093","2017-07-25 06:40:00+00","2017-07-25 08:50:00+00","SVO","USK","Arrived","CR2","2017-07-25 06:44:00+00","2017-07-25 08:56:00+00"
6425,"PG0093","2017-09-05 06:40:00+00","2017-09-05 08:50:00+00","SVO","USK","Scheduled","CR2",NULL,NULL
6426,"PG0093","2017-08-08 06:40:00+00","2017-08-08 08:50:00+00","SVO","USK","Arrived","CR2","2017-08-08 06:42:00+00","2017-08-08 08:52:00+00"
6427,"PG0679","2017-08-22 08:30:00+00","2017-08-22 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6428,"PG0679","2017-09-14 08:30:00+00","2017-09-14 10:40:00+00","SVO","NNM","Cancelled","CR2",NULL,NULL
6429,"PG0679","2017-08-07 08:30:00+00","2017-08-07 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-07 08:33:00+00","2017-08-07 10:44:00+00"
6430,"PG0679","2017-08-19 08:30:00+00","2017-08-19 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6431,"PG0679","2017-08-12 08:30:00+00","2017-08-12 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-12 08:33:00+00","2017-08-12 10:43:00+00"
6432,"PG0679","2017-09-12 08:30:00+00","2017-09-12 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6433,"PG0679","2017-07-22 08:30:00+00","2017-07-22 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-22 08:36:00+00","2017-07-22 10:46:00+00"
6434,"PG0679","2017-08-31 08:30:00+00","2017-08-31 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6435,"PG0679","2017-09-03 08:30:00+00","2017-09-03 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6436,"PG0679","2017-08-24 08:30:00+00","2017-08-24 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6437,"PG0679","2017-08-28 08:30:00+00","2017-08-28 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6438,"PG0679","2017-07-26 08:30:00+00","2017-07-26 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-26 08:36:00+00","2017-07-26 10:48:00+00"
6439,"PG0679","2017-08-20 08:30:00+00","2017-08-20 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6440,"PG0679","2017-08-13 08:30:00+00","2017-08-13 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-13 08:36:00+00","2017-08-13 10:48:00+00"
6441,"PG0679","2017-07-30 08:30:00+00","2017-07-30 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-30 08:34:00+00","2017-07-30 10:45:00+00"
6442,"PG0679","2017-08-01 08:30:00+00","2017-08-01 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-01 08:35:00+00","2017-08-01 10:45:00+00"
6443,"PG0679","2017-08-11 08:30:00+00","2017-08-11 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-11 08:32:00+00","2017-08-11 10:44:00+00"
6444,"PG0679","2017-08-21 08:30:00+00","2017-08-21 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6445,"PG0679","2017-08-05 08:30:00+00","2017-08-05 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-05 08:35:00+00","2017-08-05 10:46:00+00"
6446,"PG0679","2017-07-16 08:30:00+00","2017-07-16 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-16 08:33:00+00","2017-07-16 10:44:00+00"
6447,"PG0679","2017-08-18 08:30:00+00","2017-08-18 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6448,"PG0679","2017-08-17 08:30:00+00","2017-08-17 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6449,"PG0679","2017-07-23 08:30:00+00","2017-07-23 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-23 08:38:00+00","2017-07-23 10:46:00+00"
6450,"PG0679","2017-09-09 08:30:00+00","2017-09-09 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6451,"PG0679","2017-09-10 08:30:00+00","2017-09-10 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6452,"PG0679","2017-07-25 08:30:00+00","2017-07-25 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-25 08:32:00+00","2017-07-25 10:42:00+00"
6453,"PG0679","2017-08-30 08:30:00+00","2017-08-30 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6454,"PG0679","2017-09-05 08:30:00+00","2017-09-05 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6455,"PG0679","2017-08-10 08:30:00+00","2017-08-10 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-10 08:34:00+00","2017-08-10 10:43:00+00"
6456,"PG0679","2017-07-24 08:30:00+00","2017-07-24 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-24 08:31:00+00","2017-07-24 10:42:00+00"
6457,"PG0679","2017-08-06 08:30:00+00","2017-08-06 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-06 08:34:00+00","2017-08-06 10:46:00+00"
6458,"PG0679","2017-08-26 08:30:00+00","2017-08-26 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6459,"PG0679","2017-09-11 08:30:00+00","2017-09-11 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6460,"PG0679","2017-08-02 08:30:00+00","2017-08-02 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-02 08:34:00+00","2017-08-02 10:44:00+00"
6461,"PG0679","2017-09-01 08:30:00+00","2017-09-01 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6462,"PG0679","2017-07-19 08:30:00+00","2017-07-19 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-19 08:33:00+00","2017-07-19 10:44:00+00"
6463,"PG0679","2017-07-21 08:30:00+00","2017-07-21 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-21 08:33:00+00","2017-07-21 10:43:00+00"
6464,"PG0679","2017-08-09 08:30:00+00","2017-08-09 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-09 08:32:00+00","2017-08-09 10:42:00+00"
6465,"PG0679","2017-07-17 08:30:00+00","2017-07-17 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-17 08:31:00+00","2017-07-17 10:43:00+00"
6466,"PG0679","2017-08-14 08:30:00+00","2017-08-14 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-14 08:31:00+00","2017-08-14 10:42:00+00"
6467,"PG0679","2017-09-06 08:30:00+00","2017-09-06 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6468,"PG0679","2017-08-29 08:30:00+00","2017-08-29 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6469,"PG0679","2017-09-08 08:30:00+00","2017-09-08 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6470,"PG0679","2017-07-31 08:30:00+00","2017-07-31 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-31 08:35:00+00","2017-07-31 10:44:00+00"
6471,"PG0679","2017-07-27 08:30:00+00","2017-07-27 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-27 08:32:00+00","2017-07-27 10:41:00+00"
6472,"PG0679","2017-08-03 08:30:00+00","2017-08-03 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-03 08:32:00+00","2017-08-03 10:44:00+00"
6473,"PG0679","2017-08-27 08:30:00+00","2017-08-27 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6474,"PG0679","2017-09-13 08:30:00+00","2017-09-13 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6475,"PG0679","2017-08-25 08:30:00+00","2017-08-25 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6476,"PG0679","2017-08-08 08:30:00+00","2017-08-08 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-08 08:33:00+00","2017-08-08 10:45:00+00"
6477,"PG0679","2017-07-28 08:30:00+00","2017-07-28 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-28 08:36:00+00","2017-07-28 10:48:00+00"
6478,"PG0679","2017-09-02 08:30:00+00","2017-09-02 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6479,"PG0679","2017-07-29 08:30:00+00","2017-07-29 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-29 08:33:00+00","2017-07-29 10:42:00+00"
6480,"PG0679","2017-08-15 08:30:00+00","2017-08-15 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-15 08:31:00+00","2017-08-15 10:41:00+00"
6481,"PG0679","2017-09-04 08:30:00+00","2017-09-04 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6482,"PG0679","2017-07-20 08:30:00+00","2017-07-20 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-20 08:33:00+00","2017-07-20 10:43:00+00"
6483,"PG0679","2017-07-18 08:30:00+00","2017-07-18 10:40:00+00","SVO","NNM","Arrived","CR2","2017-07-18 08:35:00+00","2017-07-18 10:43:00+00"
6484,"PG0679","2017-08-04 08:30:00+00","2017-08-04 10:40:00+00","SVO","NNM","Arrived","CR2","2017-08-04 08:35:00+00","2017-08-04 10:48:00+00"
6485,"PG0679","2017-08-23 08:30:00+00","2017-08-23 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6486,"PG0679","2017-08-16 08:30:00+00","2017-08-16 10:40:00+00","SVO","NNM","On Time","CR2",NULL,NULL
6487,"PG0679","2017-09-07 08:30:00+00","2017-09-07 10:40:00+00","SVO","NNM","Scheduled","CR2",NULL,NULL
6488,"PG0255","2017-08-26 13:50:00+00","2017-08-26 22:00:00+00","SVO","DYR","Scheduled","319",NULL,NULL
6489,"PG0255","2017-08-19 13:50:00+00","2017-08-19 22:00:00+00","SVO","DYR","Scheduled","319",NULL,NULL
6490,"PG0255","2017-09-09 13:50:00+00","2017-09-09 22:00:00+00","SVO","DYR","Scheduled","319",NULL,NULL
6491,"PG0255","2017-09-02 13:50:00+00","2017-09-02 22:00:00+00","SVO","DYR","Scheduled","319",NULL,NULL
6492,"PG0255","2017-07-22 13:50:00+00","2017-07-22 22:00:00+00","SVO","DYR","Arrived","319","2017-07-22 13:53:00+00","2017-07-22 22:12:00+00"
6493,"PG0255","2017-08-12 13:50:00+00","2017-08-12 22:00:00+00","SVO","DYR","Arrived","319","2017-08-12 13:53:00+00","2017-08-12 22:04:00+00"
6494,"PG0255","2017-08-05 13:50:00+00","2017-08-05 22:00:00+00","SVO","DYR","Arrived","319","2017-08-05 13:51:00+00","2017-08-05 21:59:00+00"
6495,"PG0255","2017-07-29 13:50:00+00","2017-07-29 22:00:00+00","SVO","DYR","Arrived","319","2017-07-29 13:55:00+00","2017-07-29 21:59:00+00"
6496,"PG0643","2017-07-16 10:45:00+00","2017-07-16 13:15:00+00","SVO","NYA","Arrived","CR2","2017-07-16 10:46:00+00","2017-07-16 13:15:00+00"
6497,"PG0643","2017-07-30 10:45:00+00","2017-07-30 13:15:00+00","SVO","NYA","Arrived","CR2","2017-07-30 10:48:00+00","2017-07-30 13:20:00+00"
6498,"PG0643","2017-08-27 10:45:00+00","2017-08-27 13:15:00+00","SVO","NYA","Scheduled","CR2",NULL,NULL
6499,"PG0643","2017-09-10 10:45:00+00","2017-09-10 13:15:00+00","SVO","NYA","Cancelled","CR2",NULL,NULL
6500,"PG0643","2017-08-13 10:45:00+00","2017-08-13 13:15:00+00","SVO","NYA","Arrived","CR2","2017-08-13 10:48:00+00","2017-08-13 13:17:00+00"
6501,"PG0643","2017-08-06 10:45:00+00","2017-08-06 13:15:00+00","SVO","NYA","Arrived","CR2","2017-08-06 10:48:00+00","2017-08-06 13:22:00+00"
6502,"PG0643","2017-09-03 10:45:00+00","2017-09-03 13:15:00+00","SVO","NYA","Scheduled","CR2",NULL,NULL
6503,"PG0643","2017-08-20 10:45:00+00","2017-08-20 13:15:00+00","SVO","NYA","Scheduled","CR2",NULL,NULL
6504,"PG0643","2017-07-23 10:45:00+00","2017-07-23 13:15:00+00","SVO","NYA","Arrived","CR2","2017-07-23 10:49:00+00","2017-07-23 13:19:00+00"
6505,"PG0089","2017-09-07 13:40:00+00","2017-09-07 15:50:00+00","SVO","OVS","Scheduled","SU9",NULL,NULL
6506,"PG0089","2017-08-28 13:40:00+00","2017-08-28 15:50:00+00","SVO","OVS","Scheduled","SU9",NULL,NULL
6507,"PG0089","2017-08-19 13:40:00+00","2017-08-19 15:50:00+00","SVO","OVS","Scheduled","SU9",NULL,NULL
6508,"PG0089","2017-08-12 13:40:00+00","2017-08-12 15:50:00+00","SVO","OVS","Arrived","SU9","2017-08-12 16:32:00+00","2017-08-12 18:40:00+00"
6509,"PG0089","2017-07-21 13:40:00+00","2017-07-21 15:50:00+00","SVO","OVS","Arrived","SU9","2017-07-21 13:41:00+00","2017-07-21 15:51:00+00"
6510,"PG0089","2017-09-10 13:40:00+00","2017-09-10 15:50:00+00","SVO","OVS","Scheduled","SU9",NULL,NULL
