"book_ref","book_date","total_amount"
"14DE2D","2017-07-28 11:13:00+00","113100.00"
"14DE56","2017-07-11 16:05:00+00","176500.00"
"14DE64","2017-07-29 14:04:00+00","47800.00"
"14DEB8","2017-08-05 14:00:00+00","43600.00"
"14DF42","2017-08-05 02:32:00+00","50600.00"
"14DF8B","2017-08-04 10:18:00+00","28000.00"
"14DFBD","2017-08-12 16:54:00+00","65900.00"
"14DFC1","2017-07-12 14:50:00+00","124200.00"
"14DFC2","2017-07-22 03:03:00+00","31600.00"
"14E049","2017-07-01 20:14:00+00","94700.00"
"14E04C","2017-07-19 19:16:00+00","38400.00"
"14E070","2017-07-14 20:29:00+00","48800.00"
"14E0CB","2017-08-08 02:20:00+00","6300.00"
"14E146","2017-08-12 00:45:00+00","75300.00"
"14E1AA","2017-07-04 14:37:00+00","37900.00"
"14E1FC","2017-06-30 18:38:00+00","11800.00"
"14E23E","2017-07-14 00:08:00+00","70700.00"
"14E25E","2017-07-24 12:19:00+00","101200.00"
"14E2B9","2017-08-09 18:25:00+00","25800.00"
"14E326","2017-08-08 19:57:00+00","20800.00"
"14E355","2017-08-11 19:37:00+00","19800.00"
"14E3BF","2017-07-04 03:28:00+00","35200.00"
"14E42E","2017-07-11 15:16:00+00","46000.00"
"14E463","2017-08-15 07:16:00+00","21800.00"
"14E479","2017-07-29 05:26:00+00","134400.00"
"14E494","2017-08-10 06:07:00+00","97000.00"
"14E4A0","2017-07-21 17:24:00+00","38400.00"
"14E542","2017-08-01 13:56:00+00","109600.00"
"14E5EF","2017-08-07 14:51:00+00","56000.00"
"14E62C","2017-07-08 21:33:00+00","8400.00"
"14E63C","2017-08-09 22:07:00+00","34000.00"
"14E63E","2017-07-30 15:15:00+00","135200.00"
"14E6B8","2017-08-05 01:37:00+00","46300.00"
"14E6BF","2017-07-18 16:09:00+00","67100.00"
"14E6E5","2017-07-19 12:04:00+00","140800.00"
"14E707","2017-07-25 09:22:00+00","88600.00"
"14E733","2017-07-10 05:25:00+00","91500.00"
"14E768","2017-08-07 08:50:00+00","26800.00"
"14E7DC","2017-08-15 07:41:00+00","19600.00"
"14E832","2017-07-10 12:10:00+00","6000.00"
"14E841","2017-07-23 14:25:00+00","188500.00"
"14E8E8","2017-08-14 13:50:00+00","29400.00"
"14E8FD","2017-07-28 14:37:00+00","28800.00"
"14E905","2017-08-04 07:08:00+00","23200.00"
"14E921","2017-07-11 03:24:00+00","135600.00"
"14E934","2017-08-13 00:00:00+00","52800.00"
"14E960","2017-07-30 05:57:00+00","38200.00"
"14E981","2017-07-14 03:42:00+00","81600.00"
"14E9A8","2017-07-12 12:52:00+00","6600.00"
"14E9EA","2017-07-25 14:38:00+00","108500.00"
"14EA92","2017-08-08 03:16:00+00","47400.00"
"14EAA2","2017-08-01 03:50:00+00","6800.00"
"14EADD","2017-07-01 12:24:00+00","28000.00"
"14EAF1","2017-07-24 01:30:00+00","92800.00"
"14EB6F","2017-07-29 13:28:00+00","131100.00"
"14EBBB","2017-07-05 00:29:00+00","46200.00"
"14EC1A","2017-07-09 22:56:00+00","26800.00"
"14EC4B","2017-07-13 06:19:00+00","44400.00"
"14EC51","2017-07-18 10:35:00+00","34000.00"
"14ECCE","2017-08-07 07:43:00+00","48800.00"
"14ECD5","2017-07-05 09:52:00+00","47500.00"
"14ED0B","2017-07-24 23:25:00+00","93000.00"
"14EDCB","2017-07-13 01:59:00+00","51600.00"
"14EE04","2017-08-07 03:51:00+00","26000.00"
"14EE0E","2017-07-27 08:35:00+00","187800.00"
"14EE55","2017-08-01 21:48:00+00","32200.00"
"14EE6A","2017-08-10 08:22:00+00","139400.00"
"14EEE8","2017-08-04 15:53:00+00","104100.00"
"14EEFC","2017-07-02 15:19:00+00","417000.00"
"14EFA3","2017-07-05 02:53:00+00","6900.00"
"14F004","2017-07-03 02:07:00+00","12200.00"
"14F016","2017-07-16 08:17:00+00","100600.00"
"14F018","2017-07-11 16:29:00+00","13600.00"
"14F02C","2017-07-13 04:16:00+00","46300.00"
"14F033","2017-07-19 06:30:00+00","19600.00"
"14F08E","2017-06-30 09:50:00+00","25400.00"
"14F0AD","2017-08-15 00:41:00+00","65900.00"
"14F0F5","2017-07-24 19:40:00+00","25200.00"
"14F112","2017-08-13 18:30:00+00","171100.00"
"14F179","2017-07-04 06:58:00+00","375200.00"
"14F1BD","2017-07-21 04:20:00+00","119500.00"
"14F1C0","2017-07-21 19:44:00+00","83400.00"
"14F1D3","2017-07-14 12:56:00+00","61800.00"
"14F1FB","2017-07-07 05:57:00+00","56100.00"
"14F272","2017-08-08 21:09:00+00","36900.00"
"14F2B6","2017-08-15 08:32:00+00","27400.00"
"14F2F5","2017-07-27 05:54:00+00","111600.00"
"14F322","2017-08-14 22:43:00+00","59800.00"
"14F395","2017-08-04 05:00:00+00","25600.00"
"14F3BE","2017-07-05 16:57:00+00","8000.00"
"14F3ED","2017-07-20 12:09:00+00","43600.00"
"14F431","2017-07-08 20:23:00+00","133200.00"
"14F45F","2017-07-18 13:56:00+00","40800.00"
"14F469","2017-07-09 00:35:00+00","32800.00"
"14F491","2017-08-12 22:44:00+00","98800.00"
"14F49D","2017-08-08 07:28:00+00","69500.00"
"14F4AA","2017-07-09 11:40:00+00","28000.00"
"14F58C","2017-08-02 23:48:00+00","75300.00"
"14F6A8","2017-07-26 03:56:00+00","255600.00"
"14F727","2017-07-05 14:19:00+00","129200.00"
"14F752","2017-07-29 17:11:00+00","90800.00"
"14F782","2017-08-11 21:27:00+00","34000.00"
"14F7A9","2017-07-13 10:45:00+00","35300.00"
"14F801","2017-08-13 19:46:00+00","141000.00"
"14F836","2017-07-23 17:49:00+00","26700.00"
"14F85C","2017-07-16 20:00:00+00","56000.00"
"14F89B","2017-07-11 11:03:00+00","246000.00"
"14F925","2017-08-08 06:29:00+00","95600.00"
"14F93A","2017-07-27 01:05:00+00","92000.00"
"14F964","2017-07-24 05:46:00+00","157200.00"
"14F9C6","2017-07-19 14:01:00+00","31600.00"
"14FA7E","2017-07-11 06:37:00+00","40000.00"
"14FA87","2017-07-23 13:21:00+00","49100.00"
"14FAE0","2017-07-26 02:37:00+00","56600.00"
"14FB09","2017-07-18 20:56:00+00","55800.00"
"14FB6F","2017-08-05 12:34:00+00","64800.00"
"14FB72","2017-08-12 12:22:00+00","117600.00"
"14FB73","2017-07-16 23:55:00+00","51900.00"
"14FB7C","2017-07-21 10:42:00+00","265400.00"
"14FB7F","2017-07-27 02:52:00+00","102100.00"
"14FBBD","2017-07-05 05:36:00+00","55800.00"
"14FBFA","2017-08-09 13:28:00+00","24800.00"
"14FC43","2017-07-01 18:18:00+00","28000.00"
"14FC57","2017-07-30 06:29:00+00","70700.00"
"14FD28","2017-07-05 17:33:00+00","25200.00"
"14FD57","2017-07-14 14:13:00+00","166000.00"
"14FDD6","2017-07-31 08:39:00+00","100600.00"
"14FE20","2017-07-25 07:53:00+00","28700.00"
"14FE2B","2017-08-06 01:42:00+00","121400.00"
"14FE74","2017-07-01 10:54:00+00","85000.00"
"14FEA6","2017-07-13 19:11:00+00","28800.00"
"14FEC6","2017-08-02 07:39:00+00","67500.00"
"14FED1","2017-07-30 08:01:00+00","80300.00"
"14FEE8","2017-08-03 17:17:00+00","40400.00"
"14FFD5","2017-08-13 01:55:00+00","40000.00"
"150019","2017-08-14 20:11:00+00","12600.00"
"150087","2017-08-12 15:31:00+00","36800.00"
"1500D8","2017-07-28 02:16:00+00","143100.00"
"15011D","2017-08-03 05:28:00+00","26600.00"
"1501CA","2017-08-05 19:29:00+00","68100.00"
"1501F0","2017-07-01 04:28:00+00","53600.00"
"1501F2","2017-08-10 15:32:00+00","10800.00"
"1501FB","2017-07-07 09:39:00+00","52600.00"
"1501FF","2017-06-30 16:03:00+00","45200.00"
"150227","2017-08-11 09:46:00+00","516600.00"
"15025E","2017-08-02 05:55:00+00","248300.00"
"150347","2017-07-18 16:09:00+00","47000.00"
"150354","2017-07-24 19:38:00+00","123000.00"
"150368","2017-07-24 03:47:00+00","170600.00"
"15038C","2017-08-01 00:52:00+00","131100.00"
"1503A2","2017-08-11 17:31:00+00","49600.00"
"1503A9","2017-07-06 03:44:00+00","52300.00"
"150404","2017-08-06 15:06:00+00","149700.00"
"150411","2017-07-12 05:46:00+00","139400.00"
"150419","2017-07-17 22:51:00+00","8000.00"
"150457","2017-06-30 22:07:00+00","66000.00"
"15049D","2017-08-12 13:20:00+00","198400.00"
"1505BB","2017-07-11 01:20:00+00","65500.00"
"1505BF","2017-08-03 10:42:00+00","14000.00"
"1505D0","2017-07-16 21:43:00+00","40100.00"
"1505E5","2017-07-09 21:34:00+00","133200.00"
"1506F5","2017-08-05 13:25:00+00","32000.00"
"1507E0","2017-06-26 18:02:00+00","42800.00"
"150836","2017-07-15 01:03:00+00","55600.00"
"15087B","2017-07-08 22:33:00+00","28800.00"
"150928","2017-07-19 10:49:00+00","32800.00"
"150941","2017-07-07 19:32:00+00","66400.00"
"15095E","2017-08-14 07:04:00+00","28800.00"
"150983","2017-07-08 00:32:00+00","47100.00"
"1509BE","2017-07-03 11:14:00+00","34000.00"
"1509D8","2017-07-15 16:03:00+00","23600.00"
"150A0B","2017-07-25 16:14:00+00","112600.00"
"150A44","2017-07-01 07:20:00+00","50300.00"
"150A8B","2017-07-27 09:17:00+00","46000.00"
"150ABA","2017-07-05 02:04:00+00","133200.00"
"150AC2","2017-08-11 06:00:00+00","229400.00"
"150AE1","2017-07-13 18:06:00+00","61800.00"
"150AEE","2017-07-07 09:52:00+00","84800.00"
"150B7C","2017-07-16 10:31:00+00","147000.00"
"150BF2","2017-07-13 17:47:00+00","55800.00"
"150C04","2017-08-13 09:31:00+00","280600.00"
"150C1C","2017-08-02 15:07:00+00","114600.00"
"150C25","2017-07-03 23:03:00+00","46500.00"
"150C63","2017-07-22 04:25:00+00","98400.00"
"150CB9","2017-08-08 08:28:00+00","82200.00"
"150D81","2017-07-27 07:11:00+00","43200.00"
"150DD2","2017-07-27 07:37:00+00","46300.00"
"150E2F","2017-07-23 20:34:00+00","26000.00"
"150EC8","2017-08-08 15:44:00+00","88800.00"
"150ECF","2017-07-13 00:26:00+00","15900.00"
"150F18","2017-07-01 15:41:00+00","6300.00"
"150F1E","2017-08-05 07:51:00+00","43100.00"
"150F61","2017-07-18 17:06:00+00","34000.00"
"150F64","2017-07-19 23:29:00+00","43500.00"
"150FA3","2017-08-01 16:54:00+00","396500.00"
"150FBC","2017-07-26 10:33:00+00","13400.00"
"151022","2017-08-06 16:14:00+00","123600.00"
"151081","2017-08-11 06:20:00+00","97800.00"
"1510A9","2017-08-13 18:54:00+00","59000.00"
"1510E0","2017-07-20 15:23:00+00","69500.00"
"1510EA","2017-08-12 03:47:00+00","154400.00"
"1510F2","2017-08-11 08:10:00+00","229400.00"
"1511C2","2017-07-03 13:32:00+00","19600.00"
"15126A","2017-07-27 10:41:00+00","126200.00"
"151293","2017-08-10 01:37:00+00","289800.00"
"15132F","2017-07-12 07:02:00+00","56100.00"
"15141A","2017-07-20 23:27:00+00","101200.00"
"151432","2017-07-05 06:37:00+00","23400.00"
"151525","2017-08-10 06:33:00+00","92400.00"
"151552","2017-08-13 09:54:00+00","54400.00"
"1515B4","2017-07-20 21:14:00+00","39600.00"
"1515F5","2017-07-12 03:24:00+00","125200.00"
"151620","2017-08-12 18:42:00+00","136600.00"
"15167F","2017-07-11 03:23:00+00","29400.00"
"15169A","2017-07-08 10:00:00+00","6300.00"
"1516A3","2017-07-09 13:19:00+00","155600.00"
"1516C4","2017-08-02 05:21:00+00","81200.00"
"151720","2017-07-28 00:23:00+00","99200.00"
"151745","2017-07-13 03:35:00+00","28000.00"
"15174A","2017-07-29 07:45:00+00","29600.00"
"15176B","2017-07-04 10:23:00+00","433300.00"
"151786","2017-08-06 15:29:00+00","220100.00"
"1517F9","2017-07-27 22:49:00+00","58400.00"
"151800","2017-07-24 10:03:00+00","34600.00"
"15183C","2017-07-11 02:13:00+00","75600.00"
"151842","2017-08-05 11:16:00+00","369000.00"
"1518EC","2017-07-16 11:16:00+00","49300.00"
"151964","2017-07-30 21:31:00+00","46400.00"
"1519CE","2017-08-02 00:18:00+00","73300.00"
"1519E3","2017-07-12 03:20:00+00","61400.00"
"1519E9","2017-07-06 16:19:00+00","10800.00"
"151A26","2017-08-08 13:00:00+00","138200.00"
"151A42","2017-08-04 23:19:00+00","98200.00"
"151A4B","2017-07-09 00:29:00+00","50400.00"
"151A52","2017-08-11 09:15:00+00","67200.00"
"151A8D","2017-07-19 09:01:00+00","44300.00"
"151AA5","2017-08-13 02:19:00+00","56000.00"
"151AD5","2017-08-10 08:34:00+00","23400.00"
"151B2F","2017-08-15 07:04:00+00","76400.00"
"151C47","2017-08-04 19:31:00+00","81600.00"
"151C61","2017-08-05 23:35:00+00","111000.00"
"151CC1","2017-07-08 19:27:00+00","100600.00"
"151D0F","2017-07-21 17:24:00+00","25600.00"
"151DE6","2017-08-12 10:56:00+00","82000.00"
"151DF0","2017-07-22 00:32:00+00","26000.00"
"151E49","2017-07-24 10:40:00+00","316000.00"
"151E8E","2017-07-05 01:59:00+00","49400.00"
"151F38","2017-07-11 23:13:00+00","6300.00"
"151F65","2017-07-20 15:57:00+00","37900.00"
"151F8F","2017-08-06 22:28:00+00","55800.00"
"151F94","2017-08-14 06:17:00+00","25200.00"
"151FB6","2017-07-08 17:43:00+00","57800.00"
"1520B0","2017-07-10 21:30:00+00","19800.00"
"152111","2017-07-08 19:02:00+00","125600.00"
"15212D","2017-08-15 06:44:00+00","123600.00"
"15216C","2017-07-05 21:53:00+00","46300.00"
"152190","2017-07-18 08:14:00+00","135400.00"
"15219C","2017-08-07 08:39:00+00","99300.00"
"1521A3","2017-07-27 01:20:00+00","73600.00"
"152240","2017-07-21 04:10:00+00","24700.00"
"1522F5","2017-07-10 13:32:00+00","8200.00"
"152336","2017-07-14 16:16:00+00","28000.00"
"152346","2017-07-13 23:13:00+00","21400.00"
"15235E","2017-07-05 19:24:00+00","100000.00"
"15237C","2017-07-24 14:05:00+00","28800.00"
"1523DB","2017-07-29 08:59:00+00","69500.00"
"1523F2","2017-07-26 01:22:00+00","279800.00"
"152431","2017-07-04 14:14:00+00","99200.00"
"15257C","2017-08-04 00:06:00+00","35200.00"
"152593","2017-08-11 20:44:00+00","69000.00"
"1525AE","2017-07-10 09:48:00+00","84100.00"
"1525DB","2017-07-22 08:26:00+00","53400.00"
"15261E","2017-07-14 19:06:00+00","88100.00"
"152624","2017-07-31 16:01:00+00","135200.00"
"152638","2017-08-15 10:34:00+00","12600.00"
"15269D","2017-07-14 14:33:00+00","26200.00"
"1526B7","2017-07-26 08:59:00+00","59800.00"
"1527D5","2017-07-20 21:29:00+00","76800.00"
"1527DC","2017-07-06 19:51:00+00","172600.00"
"1528D4","2017-07-17 01:25:00+00","16400.00"
"152971","2017-06-30 17:27:00+00","111600.00"
"1529B7","2017-07-25 07:13:00+00","14400.00"
"152A50","2017-06-30 12:39:00+00","43200.00"
"152A8D","2017-07-18 17:23:00+00","69000.00"
"152AD8","2017-07-14 14:35:00+00","134400.00"
"152B19","2017-07-28 21:58:00+00","112000.00"
"152B55","2017-08-03 23:27:00+00","95900.00"
"152B67","2017-08-06 00:05:00+00","27400.00"
"152B78","2017-07-27 07:35:00+00","44100.00"
"152BCD","2017-07-22 16:53:00+00","31800.00"
"152BD9","2017-07-29 05:34:00+00","410500.00"
"152BEA","2017-07-25 09:41:00+00","26000.00"
"152C8B","2017-07-26 01:11:00+00","26800.00"
"152CAD","2017-07-25 16:13:00+00","85400.00"
"152CAE","2017-07-31 08:47:00+00","124200.00"
"152D0C","2017-07-11 08:36:00+00","41600.00"
"152D37","2017-07-08 11:38:00+00","515000.00"
"152D64","2017-07-05 23:43:00+00","202300.00"
"152DA3","2017-08-08 09:50:00+00","59700.00"
"152DAA","2017-07-07 17:16:00+00","84500.00"
"152DD8","2017-07-30 18:07:00+00","52000.00"
"152E18","2017-07-17 23:20:00+00","55800.00"
"152E22","2017-07-01 01:31:00+00","131600.00"
"152E43","2017-07-24 16:01:00+00","43200.00"
"152E7A","2017-08-01 22:11:00+00","20400.00"
"152E95","2017-07-27 21:55:00+00","24700.00"
"152EA5","2017-07-17 04:36:00+00","167400.00"
"152F28","2017-07-04 00:28:00+00","75300.00"
"152F2D","2017-08-11 08:06:00+00","50100.00"
"152F3B","2017-08-11 06:41:00+00","52000.00"
"152F5D","2017-07-19 10:29:00+00","108400.00"
"152F61","2017-07-09 23:52:00+00","75600.00"
"152FEC","2017-08-01 06:52:00+00","40400.00"
"153037","2017-08-08 07:41:00+00","122400.00"
"153050","2017-07-13 02:17:00+00","68400.00"
"153051","2017-07-28 02:19:00+00","26000.00"
"153078","2017-07-02 09:11:00+00","6800.00"
"1530B7","2017-07-19 16:04:00+00","42700.00"
"1530BB","2017-07-11 16:55:00+00","46400.00"
"1530FA","2017-07-29 05:01:00+00","24400.00"
"1531A2","2017-07-10 10:12:00+00","100700.00"
"1531B7","2017-07-30 22:24:00+00","25400.00"
"1531DD","2017-08-08 06:59:00+00","24000.00"
"15326F","2017-07-29 14:22:00+00","258000.00"
"153284","2017-08-11 23:32:00+00","67600.00"
"1532B0","2017-08-10 11:06:00+00","33000.00"
"1532FA","2017-07-13 07:26:00+00","91100.00"
"153334","2017-07-23 07:54:00+00","57800.00"
"153379","2017-07-11 02:50:00+00","70700.00"
"153463","2017-08-12 05:23:00+00","25400.00"
"1535AE","2017-07-17 20:03:00+00","29400.00"
"1535CB","2017-07-24 17:00:00+00","207700.00"
"1535CD","2017-07-16 04:23:00+00","59800.00"
"1536C4","2017-07-02 12:09:00+00","56000.00"
"1536CC","2017-08-05 23:40:00+00","46200.00"
"1536CD","2017-08-14 05:29:00+00","89200.00"
"1536EF","2017-08-12 01:49:00+00","64200.00"
"153705","2017-08-09 05:56:00+00","8400.00"
"153728","2017-07-12 16:55:00+00","62100.00"
"153756","2017-07-18 15:27:00+00","76800.00"
"1537A5","2017-07-09 02:44:00+00","23200.00"
"1537B7","2017-08-10 01:59:00+00","18100.00"
"15381B","2017-07-07 00:50:00+00","89700.00"
"153874","2017-06-28 12:38:00+00","50400.00"
"153925","2017-08-08 22:58:00+00","225900.00"
"153943","2017-08-04 12:04:00+00","37700.00"
"153969","2017-08-10 17:25:00+00","48700.00"
"153970","2017-07-22 17:55:00+00","64100.00"
"153975","2017-08-11 02:21:00+00","39600.00"
"1539F7","2017-08-13 20:41:00+00","26000.00"
"153A20","2017-08-03 05:43:00+00","136200.00"
"153A4C","2017-07-05 17:49:00+00","88500.00"
"153AD3","2017-07-19 20:13:00+00","83000.00"
"153B33","2017-07-10 11:52:00+00","66600.00"
"153B91","2017-07-20 09:58:00+00","28000.00"
"153B95","2017-07-19 16:41:00+00","61800.00"
"153BD2","2017-07-27 20:27:00+00","23600.00"
"153BDB","2017-07-17 14:27:00+00","58800.00"
"153C0F","2017-07-04 21:06:00+00","517500.00"
"153C35","2017-08-14 05:43:00+00","15000.00"
"153C6A","2017-07-21 06:56:00+00","100600.00"
"153C77","2017-06-27 18:34:00+00","67600.00"
"153CAD","2017-07-16 06:32:00+00","23200.00"
"153D3E","2017-08-04 12:16:00+00","55600.00"
"153D5C","2017-07-17 12:46:00+00","18900.00"
"153DE2","2017-08-04 02:00:00+00","270000.00"
"153E30","2017-07-21 10:59:00+00","195900.00"
"153E32","2017-07-09 23:16:00+00","73600.00"
"153E42","2017-07-06 07:57:00+00","64600.00"
"153EB9","2017-08-08 01:21:00+00","14400.00"
"153EC2","2017-08-14 08:15:00+00","56700.00"
"153F0B","2017-07-07 20:24:00+00","86600.00"
"153F2B","2017-07-17 08:36:00+00","99700.00"
"153F6B","2017-08-07 22:35:00+00","49100.00"
"153FA0","2017-08-05 17:23:00+00","52000.00"
"154017","2017-08-03 15:51:00+00","56600.00"
"154055","2017-06-29 18:36:00+00","119700.00"
"154085","2017-08-10 22:50:00+00","19200.00"
"1540E3","2017-08-02 19:30:00+00","266400.00"
"154107","2017-07-29 06:35:00+00","46300.00"
"154138","2017-07-15 20:37:00+00","44400.00"
"15416A","2017-08-05 01:48:00+00","39100.00"
"154185","2017-08-02 23:47:00+00","65900.00"
"15419E","2017-07-06 10:39:00+00","67600.00"
"1541C7","2017-08-14 22:11:00+00","66600.00"
"1541D0","2017-08-05 03:09:00+00","26000.00"
"1541E7","2017-07-21 18:04:00+00","137700.00"
"15424B","2017-08-03 14:38:00+00","46400.00"
"154290","2017-08-13 22:45:00+00","88900.00"
"1542B1","2017-07-10 22:15:00+00","58700.00"
"154307","2017-06-29 00:14:00+00","73500.00"
"154320","2017-07-29 09:03:00+00","155600.00"
"154337","2017-08-12 19:45:00+00","26200.00"
"15434F","2017-07-13 10:29:00+00","40000.00"
"15435C","2017-08-13 21:23:00+00","48800.00"
"154423","2017-06-30 14:13:00+00","26000.00"
"15456D","2017-07-09 17:32:00+00","17800.00"
"1545BC","2017-07-22 21:45:00+00","24400.00"
"154610","2017-08-10 18:53:00+00","28800.00"
"154634","2017-07-13 13:29:00+00","24400.00"
"154635","2017-08-11 20:49:00+00","28000.00"
"154692","2017-07-25 06:35:00+00","317200.00"
"15469E","2017-06-30 08:12:00+00","101200.00"
"15476C","2017-08-12 17:11:00+00","153000.00"
"15479E","2017-07-05 09:54:00+00","26000.00"
"1547E7","2017-08-08 20:09:00+00","6000.00"
"154833","2017-07-15 19:25:00+00","47000.00"
"154897","2017-07-07 22:11:00+00","70600.00"
"1548BA","2017-08-13 19:11:00+00","81600.00"
"1548CB","2017-07-18 02:37:00+00","28800.00"
"1548D6","2017-08-03 08:47:00+00","46400.00"
"154914","2017-08-08 16:36:00+00","196800.00"
"15492F","2017-07-29 20:16:00+00","187600.00"
"15493E","2017-08-08 16:16:00+00","13800.00"
"154977","2017-07-30 06:21:00+00","29200.00"
"154993","2017-07-23 06:33:00+00","46000.00"
"154A60","2017-07-26 10:36:00+00","28800.00"
"154A7D","2017-07-05 23:59:00+00","229600.00"
"154A99","2017-07-27 07:53:00+00","304200.00"
"154AC1","2017-07-25 01:57:00+00","49100.00"
"154AF2","2017-08-02 14:16:00+00","113300.00"
"154B17","2017-07-05 09:22:00+00","32800.00"
"154B32","2017-08-14 19:43:00+00","59100.00"
"154B64","2017-08-03 20:03:00+00","186900.00"
"154B81","2017-08-14 18:36:00+00","24400.00"
"154BC3","2017-08-09 17:34:00+00","46000.00"
"154BD6","2017-08-14 01:52:00+00","46900.00"
"154D1F","2017-07-11 03:55:00+00","56000.00"
"154D45","2017-07-05 08:24:00+00","6800.00"
"154DAB","2017-07-25 05:22:00+00","53200.00"
"154DBD","2017-07-06 11:20:00+00","6000.00"
"154DCF","2017-08-15 02:23:00+00","24300.00"
"154E1D","2017-08-14 16:10:00+00","55800.00"
"154E6E","2017-08-02 14:17:00+00","36700.00"
"154F09","2017-08-05 18:26:00+00","81300.00"
"154F0C","2017-07-31 19:12:00+00","56100.00"
"154FC2","2017-08-05 08:14:00+00","69600.00"
"154FD4","2017-08-13 11:37:00+00","94900.00"
"154FEF","2017-07-30 23:46:00+00","184300.00"
"155039","2017-07-20 08:23:00+00","54200.00"
"15506B","2017-08-14 12:43:00+00","42800.00"
"155074","2017-08-11 11:57:00+00","62000.00"
"15507C","2017-07-16 23:24:00+00","12600.00"
"15510E","2017-07-14 21:12:00+00","172100.00"
"155119","2017-07-05 09:07:00+00","25000.00"
"15516A","2017-08-08 14:17:00+00","100800.00"
"155173","2017-08-05 06:30:00+00","135400.00"
"155188","2017-08-05 10:43:00+00","47600.00"
"1551A7","2017-08-07 18:40:00+00","99200.00"
"1551D8","2017-08-04 05:40:00+00","56000.00"
"155218","2017-08-06 14:36:00+00","286100.00"
"155269","2017-07-16 00:12:00+00","135400.00"
"1552A8","2017-07-19 20:14:00+00","94000.00"
"155303","2017-07-04 00:26:00+00","38700.00"
"155318","2017-07-06 10:09:00+00","189700.00"
"15537A","2017-08-07 13:00:00+00","93700.00"
"155432","2017-06-30 22:57:00+00","86300.00"
"155460","2017-08-12 06:22:00+00","78900.00"
"155463","2017-07-09 20:27:00+00","190400.00"
"1554A8","2017-06-30 17:18:00+00","31100.00"
"1554CE","2017-08-14 22:53:00+00","124100.00"
"15550D","2017-08-01 21:38:00+00","69500.00"
"15551C","2017-07-17 21:51:00+00","24400.00"
"155545","2017-07-31 05:33:00+00","59200.00"
"155554","2017-08-05 03:41:00+00","89200.00"
"155574","2017-08-05 21:06:00+00","28000.00"
"1555FE","2017-07-22 05:42:00+00","62600.00"
"155615","2017-07-18 17:46:00+00","67600.00"
"155697","2017-08-10 04:13:00+00","31200.00"
"1556FC","2017-07-24 01:13:00+00","56000.00"
"155712","2017-07-29 18:36:00+00","84500.00"
"1557DD","2017-07-16 02:01:00+00","26100.00"
"155866","2017-07-13 07:29:00+00","85000.00"
"155937","2017-07-20 03:19:00+00","65500.00"
"155943","2017-07-18 09:36:00+00","71600.00"
"1559FB","2017-07-05 03:49:00+00","75600.00"
"155ABE","2017-07-26 11:29:00+00","28800.00"
"155AEE","2017-07-10 07:19:00+00","81600.00"
"155B22","2017-07-02 18:16:00+00","77900.00"
"155B62","2017-08-11 15:49:00+00","10700.00"
"155B8A","2017-07-13 04:30:00+00","31600.00"
"155B97","2017-08-04 03:21:00+00","112000.00"
"155BC2","2017-08-03 00:56:00+00","56000.00"
"155BCF","2017-07-25 19:34:00+00","112000.00"
"155BD8","2017-07-14 06:40:00+00","44800.00"
"155BEA","2017-07-24 06:19:00+00","123000.00"
"155C63","2017-07-21 07:22:00+00","40000.00"
"155C66","2017-08-12 08:00:00+00","63000.00"
"155C6F","2017-08-06 04:37:00+00","138000.00"
"155C80","2017-07-04 00:46:00+00","31100.00"
"155C91","2017-07-05 19:03:00+00","67600.00"
"155CFC","2017-08-07 02:04:00+00","44800.00"
"155CFD","2017-07-29 01:13:00+00","70600.00"
"155D23","2017-07-21 01:10:00+00","32400.00"
"155D3D","2017-07-23 00:23:00+00","149300.00"
"155D90","2017-08-09 23:45:00+00","131100.00"
"155DBA","2017-07-12 14:33:00+00","65900.00"
"155DD2","2017-08-12 08:52:00+00","75300.00"
"155DD5","2017-07-18 23:56:00+00","34000.00"
"155DE9","2017-07-06 16:12:00+00","160200.00"
"155DF4","2017-07-14 13:56:00+00","14000.00"
"155EA6","2017-07-14 14:54:00+00","26700.00"
"155ED5","2017-07-30 06:43:00+00","57500.00"
"155ED6","2017-08-12 14:18:00+00","49800.00"
"155EE0","2017-07-18 09:48:00+00","45200.00"
"155F26","2017-07-10 00:43:00+00","47500.00"
"155F28","2017-06-28 09:31:00+00","26000.00"
"155F58","2017-07-24 17:34:00+00","28100.00"
"155F5A","2017-07-20 09:30:00+00","46300.00"
"155FF1","2017-07-25 07:51:00+00","135400.00"
"156019","2017-07-19 14:36:00+00","48500.00"
"156031","2017-07-22 04:21:00+00","43200.00"
"1560AB","2017-07-02 06:25:00+00","99200.00"
"1560B8","2017-07-16 03:41:00+00","23400.00"
"15611A","2017-08-12 06:10:00+00","133200.00"
"1561D6","2017-07-30 08:49:00+00","106200.00"
"1561D9","2017-08-14 13:17:00+00","14000.00"
"156284","2017-07-29 22:08:00+00","20400.00"
"1562CD","2017-07-13 06:09:00+00","137600.00"
"1562D8","2017-08-11 09:03:00+00","93900.00"
"1562E7","2017-07-11 11:37:00+00","58800.00"
"1562F1","2017-07-18 21:17:00+00","59300.00"
"156304","2017-07-12 17:57:00+00","15100.00"
"1563F8","2017-08-01 14:28:00+00","32200.00"
"1564A2","2017-07-22 20:23:00+00","42400.00"
"15651B","2017-07-14 07:31:00+00","39500.00"
"15653A","2017-07-25 22:32:00+00","101200.00"
"156562","2017-07-10 03:54:00+00","84100.00"
