"ticket_no","flight_id","boarding_no","seat_no"
"0005435652427",21778,23,"8E"
"0005435652403",21778,24,"8F"
"0005435652408",21778,25,"9A"
"0005435652389",21778,26,"9C"
"0005435652398",21778,27,"11A"
"0005435652401",21778,28,"11C"
"0005435652392",21778,29,"11E"
"0005435652428",21778,30,"11F"
"0005435652425",21778,31,"12F"
"0005435652388",21778,32,"13A"
"0005435652410",21778,33,"13C"
"0005435652430",21778,34,"13F"
"0005435652385",21778,35,"14A"
"0005435652395",21778,36,"14D"
"0005435652423",21778,37,"14F"
"0005435652435",21778,38,"15C"
"0005435652431",21778,39,"15E"
"0005435652414",21778,40,"15F"
"0005435652412",21778,41,"16E"
"0005435652416",21778,42,"16F"
"0005435652397",21778,43,"17D"
"0005435652394",21778,44,"17E"
"0005435652417",21778,45,"18A"
"0005435652426",21778,46,"18C"
"0005435652387",21778,47,"18E"
"0005435652391",21778,48,"19D"
"0005435652409",21778,49,"19E"
"0005435652399",21778,50,"19F"
"0005435652421",21778,51,"20D"
"0005435652393",21778,52,"20F"
"0005432665248",9356,1,"1A"
"0005433784446",9356,2,"1C"
"0005433804897",9356,3,"1G"
"0005433763016",9356,4,"2A"
"0005433784442",9356,5,"1H"
"0005433763005",9356,6,"2B"
"0005433763008",9356,7,"3A"
"0005432667426",9356,8,"3B"
"0005433804926",9356,9,"3H"
"0005432665247",9356,10,"5A"
"0005433804899",9356,11,"4H"
"0005433804904",9356,12,"5C"
"0005433804906",9356,13,"5F"
"0005433804908",9356,14,"9B"
"0005433804902",9356,15,"11F"
"0005432666359",9356,16,"11H"
"0005433784466",9356,17,"12D"
"0005433784449",9356,18,"12E"
"0005433763015",9356,19,"12G"
"0005433804905",9356,20,"13A"
"0005432665246",9356,21,"13B"
"0005433784463",9356,22,"13E"
"0005432666360",9356,23,"13G"
"0005433804930",9356,24,"14B"
"0005433804909",9356,25,"14A"
"0005433784462",9356,26,"14E"
"0005433804895",9356,27,"14F"
"0005433804910",9356,28,"14G"
"0005433763007",9356,29,"15G"
"0005432667427",9356,30,"16A"
"0005433804901",9356,31,"15H"
"0005433763004",9356,32,"16D"
"0005433784474",9356,33,"16E"
"0005433804919",9356,34,"16F"
"0005433804922",9356,35,"16H"
"0005433784454",9356,36,"17B"
"0005433804896",9356,37,"17E"
"0005433784458",9356,38,"17G"
"0005432657407",9356,39,"18D"
"0005433763003",9356,40,"18H"
"0005433804907",9356,41,"18G"
"0005433804913",9356,42,"19E"
"0005433804912",9356,43,"20D"
"0005433784451",9356,44,"20B"
"0005433784450",9356,45,"20H"
"0005433804925",9356,46,"21A"
"0005433784469",9356,47,"21D"
"0005433804923",9356,48,"21B"
"0005433763010",9356,49,"21G"
"0005433784467",9356,50,"22B"
"0005433784457",9356,51,"22E"
"0005433804911",9356,52,"22H"
"0005433784453",9356,53,"23B"
"0005433784470",9356,54,"23A"
"0005433784476",9356,55,"23E"
"0005433804900",9356,56,"23G"
"0005433804898",9356,57,"23H"
"0005433804917",9356,58,"24B"
"0005433804928",9356,59,"24F"
"0005433804893",9356,60,"24H"
"0005433784445",9356,61,"25E"
"0005433784448",9356,62,"25F"
"0005433784461",9356,63,"27E"
"0005433784444",9356,64,"27D"
"0005433784473",9356,65,"27F"
"0005433784472",9356,66,"27G"
"0005433763006",9356,67,"27H"
"0005433784456",9356,68,"28D"
"0005433804933",9356,69,"28F"
"0005433804924",9356,70,"28H"
"0005433763002",9356,71,"29E"
"0005433784452",9356,72,"30D"
"0005433804921",9356,73,"30E"
"0005433763013",9356,74,"30H"
"0005433784455",9356,75,"31B"
"0005433784468",9356,76,"31D"
"0005433784460",9356,77,"31F"
"0005433804927",9356,78,"31H"
"0005433784471",9356,79,"32G"
"0005433804931",9356,80,"32H"
"0005433804903",9356,81,"33E"
"0005433804920",9356,82,"33H"
"0005433804918",9356,83,"34B"
"0005432657408",9356,84,"34A"
"0005434170800",9356,85,"34D"
"0005433804916",9356,86,"34F"
"0005433804929",9356,87,"34E"
"0005433804915",9356,88,"34G"
"0005433784443",9356,89,"35A"
"0005434170832",9356,90,"35D"
"0005433784447",9356,91,"35B"
"0005433784440",9356,92,"35G"
"0005433804894",9356,93,"35H"
"0005433804914",9356,94,"36A"
"0005433784475",9356,95,"36E"
"0005433784441",9356,96,"36D"
"0005433763014",9356,97,"36G"
"0005433784459",9356,98,"36H"
"0005433763012",9356,99,"37D"
"0005433784464",9356,100,"37F"
"0005433763009",9356,101,"37E"
"0005433763011",9356,102,"37G"
"0005433804932",9356,103,"38G"
"0005433784465",9356,104,"38F"
"0005435269658",26241,1,"2F"
"0005435269661",26241,2,"5B"
"0005434170856",26241,3,"9G"
"0005435269663",26241,4,"11A"
"0005434151663",26241,5,"11B"
"0005434170861",26241,6,"11G"
"0005434151664",26241,7,"12H"
"0005434170855",26241,8,"13G"
"0005434170869",26241,9,"14F"
"0005434269075",26241,10,"16A"
"0005435269664",26241,11,"16B"
"0005434271282",26241,12,"16H"
"0005434170866",26241,13,"17B"
"0005434170863",26241,14,"17G"
"0005434170857",26241,15,"18D"
"0005434151665",26241,16,"18F"
"0005434170862",26241,17,"18E"
"0005434170865",26241,18,"20F"
"0005435269659",26241,19,"21G"
"0005435269662",26241,20,"29A"
"0005434170864",26241,21,"29H"
"0005435269655",26241,22,"30D"
"0005434170860",26241,23,"30G"
"0005434269074",26241,24,"31B"
"0005434170867",26241,25,"31G"
"0005435269660",26241,26,"31H"
"0005434270177",26241,27,"32E"
"0005434271281",26241,28,"32F"
"0005435269657",26241,29,"33B"
"0005435269656",26241,30,"33F"
"0005435269654",26241,31,"35B"
"0005434170858",26241,32,"35F"
"0005435269653",26241,33,"35E"
"0005434170859",26241,34,"36E"
"0005434170868",26241,35,"37G"
"0005434271283",26241,36,"39F"
"0005435135604",4914,1,"1C"
"0005435135605",4914,2,"2A"
"0005435135603",4914,3,"6C"
"0005435135602",4914,4,"7D"
"0005435929606",33050,1,"3B"
"0005435929608",33050,2,"7B"
"0005435929607",33050,3,"20C"
"0005434983217",9498,1,"1D"
"0005434983216",9498,2,"6B"
"0005434983220",9498,3,"6C"
"0005434983219",9498,4,"20A"
"0005434983215",9498,5,"21C"
"0005434983218",9498,6,"22D"
"0005434217914",27390,1,"2C"
"0005434217915",27390,2,"4B"
"0005434217913",27390,3,"18D"
"0005434217912",27390,4,"20D"
"0005433985267",25927,1,"1A"
"0005433960037",25927,2,"1B"
"0005433960047",25927,3,"1F"
"0005433985295",25927,4,"1H"
"0005433960074",25927,5,"1G"
"0005433985289",25927,6,"2C"
"0005433960044",25927,7,"2H"
"0005433960035",25927,8,"3C"
"0005433985273",25927,9,"4B"
"0005433985283",25927,10,"4A"
"0005433985306",25927,11,"4F"
"0005433985264",25927,12,"4C"
"0005433960073",25927,13,"4G"
"0005433985285",25927,14,"5F"
"0005433985291",25927,15,"9G"
"0005433985280",25927,16,"11B"
"0005433960040",25927,17,"11D"
"0005433960031",25927,18,"12G"
"0005433985268",25927,19,"13A"
"0005433960066",25927,20,"13B"
"0005433985297",25927,21,"13E"
"0005433985305",25927,22,"13F"
"0005433960059",25927,23,"14D"
"0005433960041",25927,24,"14E"
"0005433960081",25927,25,"14H"
"0005433960053",25927,26,"15D"
"0005433960032",25927,27,"15B"
"0005433985266",25927,28,"15E"
"0005433985262",25927,29,"15G"
"0005433960029",25927,30,"16F"
"0005433960028",25927,31,"16E"
"0005433985263",25927,32,"16D"
"0005433985301",25927,33,"16G"
"0005433960077",25927,34,"16H"
"0005433985287",25927,35,"17B"
"0005433960070",25927,36,"17A"
"0005433985307",25927,37,"17E"
"0005433985272",25927,38,"17G"
"0005433960057",25927,39,"17H"
"0005433960076",25927,40,"18B"
"0005433985293",25927,41,"19A"
"0005433960065",25927,42,"19E"
"0005433960061",25927,43,"19F"
"0005433985288",25927,44,"19H"
"0005433960036",25927,45,"20A"
"0005433985278",25927,46,"20B"
"0005433960033",25927,47,"20G"
"0005433960039",25927,48,"21A"
"0005433960056",25927,49,"20H"
"0005433985277",25927,50,"21B"
"0005433960050",25927,51,"21F"
"0005433960045",25927,52,"22A"
"0005433985299",25927,53,"22F"
"0005433960063",25927,54,"22E"
"0005433985269",25927,55,"23A"
"0005433985290",25927,56,"24D"
"0005433960049",25927,57,"24F"
"0005433960052",25927,58,"24H"
"0005433985304",25927,59,"25E"
"0005433985292",25927,60,"27B"
"0005433985279",25927,61,"27F"
"0005433960042",25927,62,"27G"
"0005433960075",25927,63,"28A"
"0005433985276",25927,64,"28B"
"0005433960055",25927,65,"28H"
"0005433985271",25927,66,"28G"
"0005433960069",25927,67,"29A"
"0005433960046",25927,68,"29F"
"0005433960054",25927,69,"29H"
"0005433960071",25927,70,"29G"
"0005433985303",25927,71,"30A"
"0005433985282",25927,72,"30E"
"0005433985274",25927,73,"30H"
"0005433985298",25927,74,"31B"
"0005433960048",25927,75,"31G"
"0005433960038",25927,76,"32A"
"0005433960034",25927,77,"32D"
"0005433985286",25927,78,"32H"
"0005433960058",25927,79,"32G"
"0005433985275",25927,80,"33B"
"0005433960078",25927,81,"33E"
"0005433985296",25927,82,"33F"
"0005433985281",25927,83,"33H"
"0005433960051",25927,84,"34D"
"0005433985284",25927,85,"34E"
"0005433960060",25927,86,"34H"
"0005433985265",25927,87,"35A"
"0005433960079",25927,88,"35E"
"0005433985270",25927,89,"35D"
"0005433960043",25927,90,"35G"
"0005433960080",25927,91,"36B"
"0005433960068",25927,92,"36A"
"0005433985261",25927,93,"36D"
"0005433985300",25927,94,"36E"
"0005433960072",25927,95,"36G"
"0005433960064",25927,96,"37A"
"0005433960030",25927,97,"37E"
"0005433985294",25927,98,"37G"
"0005433960062",25927,99,"38G"
"0005433960067",25927,100,"39F"
"0005433985302",25927,101,"39E"
"0005432269458",970,1,"1B"
"0005434479984",970,2,"2B"
"0005434479978",970,3,"2C"
"0005434479990",970,4,"2D"
"0005434479993",970,5,"3B"
"0005434479988",970,6,"3C"
"0005434479989",970,7,"4A"
"0005434479979",970,8,"4B"
"0005434479981",970,9,"4C"
"0005434479991",970,10,"4D"
"0005434479999",970,11,"5D"
"0005433165674",970,12,"6C"
"0005434480001",970,13,"6D"
"0005434479992",970,14,"7B"
"0005434479980",970,15,"7C"
"0005434480003",970,16,"18A"
"0005434480002",970,17,"18B"
"0005434479985",970,18,"18C"
"0005434479997",970,19,"18D"
"0005434479987",970,20,"19B"
"0005434479982",970,21,"19C"
"0005434480000",970,22,"20B"
"0005434479994",970,23,"20C"
"0005434479998",970,24,"20D"
"0005434479995",970,25,"21A"
"0005434479983",970,26,"21D"
"0005434479986",970,27,"22C"
"0005432269457",970,28,"22D"
"0005434479996",970,29,"23A"
"0005433165732",16560,1,"1A"
"0005433165733",16560,2,"3B"
"0005433165728",16560,3,"3C"
"0005433165723",16560,4,"5B"
"0005433165734",16560,5,"5C"
"0005434479923",16560,6,"6C"
"0005433165730",16560,7,"7B"
"0005433165724",16560,8,"7C"
"0005433165727",16560,9,"19A"
"0005433165731",16560,10,"19B"
"0005433165726",16560,11,"19C"
"0005433165729",16560,12,"21A"
"0005433165722",16560,13,"21B"
"0005433165725",16560,14,"21C"
"0005433872439",3193,1,"2C"
"0005433872440",3193,2,"4A"
"0005433872441",3193,3,"4B"
"0005433872438",3193,4,"4D"
"0005433872442",3193,5,"20D"
"0005433872436",3193,6,"22A"
"0005433872437",3193,7,"23A"
"0005435149832",10340,1,"1D"
"0005435149828",10340,2,"2D"
"0005435142382",10340,3,"3C"
"0005435149837",10340,4,"4A"
"0005435142380",10340,5,"4B"
"0005435142384",10340,6,"4D"
"0005435142389",10340,7,"5A"
"0005435149829",10340,8,"5C"
"0005435149833",10340,9,"5D"
"0005435142381",10340,10,"6A"
"0005435149830",10340,11,"6B"
"0005435142383",10340,12,"6D"
"0005435149835",10340,13,"7A"
"0005435149838",10340,14,"7B"
"0005435142388",10340,15,"7C"
"0005435149834",10340,16,"18A"
"0005435142378",10340,17,"18C"
"0005435142387",10340,18,"19C"
"0005435149836",10340,19,"19D"
"0005435149839",10340,20,"20A"
"0005435142379",10340,21,"20C"
"0005435149827",10340,22,"20D"
"0005435149840",10340,23,"21C"
"0005435142386",10340,24,"21D"
"0005435142377",10340,25,"22A"
"0005435149831",10340,26,"22C"
"0005435142385",10340,27,"22D"
"0005435386481",21956,1,"1D"
"0005435386487",21956,2,"2A"
"0005433289754",21956,3,"4C"
"0005435386485",21956,4,"5B"
"0005433289761",21956,5,"5D"
"0005433289758",21956,6,"6C"
"0005433289755",21956,7,"7A"
"0005435386482",21956,8,"18A"
"0005433289760",21956,9,"18C"
"0005435386484",21956,10,"18D"
"0005435386483",21956,11,"19D"
"0005435386488",21956,12,"20C"
"0005433289757",21956,13,"21A"
"0005433289759",21956,14,"21B"
"0005435386486",21956,15,"21D"
"0005433289756",21956,16,"22A"
"0005434573155",11189,1,"3F"
"0005434573144",11189,2,"4A"
"0005434573146",11189,3,"5F"
"0005434573147",11189,4,"9D"
"0005434573156",11189,5,"11F"
"0005434573149",11189,6,"12C"
"0005434573153",11189,7,"13D"
"0005434573158",11189,8,"13E"
"0005434573154",11189,9,"16C"
"0005434573148",11189,10,"16E"
"0005434573152",11189,11,"16F"
"0005434573151",11189,12,"17C"
"0005434573145",11189,13,"18A"
"0005434573150",11189,14,"18C"
"0005434573157",11189,15,"18D"
"0005435508209",20962,1,"1A"
"0005435508208",20962,2,"1C"
"0005435508203",20962,3,"1D"
"0005435502006",20962,4,"1F"
"0005435508207",20962,5,"2C"
"0005435502008",20962,6,"2D"
"0005435502001",20962,7,"2F"
"0005435319461",20962,8,"3D"
"0005435517660",20962,9,"3F"
"0005435319464",20962,10,"4A"
"0005432291895",20962,11,"4C"
"0005435502015",20962,12,"4D"
"0005435319462",20962,13,"4E"
"0005435517657",20962,14,"4F"
"0005435319465",20962,15,"5A"
"0005435502018",20962,16,"5C"
"0005435319463",20962,17,"5D"
"0005435508205",20962,18,"5E"
"0005435502003",20962,19,"6A"
"0005435517652",20962,20,"6D"
"0005435517649",20962,21,"6E"
"0005435508199",20962,22,"6F"
"0005435508200",20962,23,"7A"
"0005435517659",20962,24,"7E"
"0005435502000",20962,25,"7F"
"0005435502012",20962,26,"8A"
"0005435502019",20962,27,"8C"
"0005435502010",20962,28,"8D"
"0005435502013",20962,29,"8E"
"0005435517662",20962,30,"8F"
"0005435517656",20962,31,"9A"
"0005435508206",20962,32,"9C"
"0005435517653",20962,33,"9E"
"0005435502005",20962,34,"10A"
"0005435501998",20962,35,"10C"
"0005432291896",20962,36,"10D"
"0005435502020",20962,37,"10E"
"0005435502014",20962,38,"10F"
"0005435517650",20962,39,"11C"
"0005435517664",20962,40,"11D"
"0005435502011",20962,41,"12D"
"0005435517655",20962,42,"12E"
"0005435502016",20962,43,"12F"
"0005435502002",20962,44,"13D"
"0005435517666",20962,45,"13E"
"0005435502007",20962,46,"13F"
"0005435517663",20962,47,"14A"
"0005434573122",20962,48,"14C"
"0005435508202",20962,49,"14F"
"0005435517654",20962,50,"15A"
"0005432291897",20962,51,"15C"
"0005435517651",20962,52,"15D"
"0005435517658",20962,53,"15F"
"0005435501999",20962,54,"16A"
"0005435517667",20962,55,"16C"
"0005435508201",20962,56,"16D"
"0005435508204",20962,57,"16E"
"0005435517648",20962,58,"16F"
"0005435502017",20962,59,"17C"
"0005435517665",20962,60,"17F"
"0005435319466",20962,61,"18A"
"0005435319467",20962,62,"18C"
"0005435319460",20962,63,"18D"
"0005435517661",20962,64,"18F"
"0005435502004",20962,65,"20E"
"0005435502009",20962,66,"20F"
"0005432706431",2971,1,"1F"
"0005432706435",2971,2,"3C"
"0005432706422",2971,3,"4D"
"0005432706414",2971,4,"4F"
"0005432706437",2971,5,"5C"
"0005432706430",2971,6,"5E"
"0005432706419",2971,7,"5D"
"0005432706412",2971,8,"5F"
"0005432706421",2971,9,"6C"
"0005432706436",2971,10,"6F"
"0005432706432",2971,11,"7C"
"0005432217737",2971,12,"8D"
"0005432706427",2971,13,"9A"
"0005432706428",2971,14,"10F"
"0005432706418",2971,15,"11D"
"0005432217738",2971,16,"12C"
"0005432706429",2971,17,"12E"
"0005432706433",2971,18,"12F"
"0005432217739",2971,19,"13F"
"0005432706417",2971,20,"14E"
"0005432706415",2971,21,"15D"
"0005432706420",2971,22,"15F"
"0005432706424",2971,23,"16A"
"0005432706413",2971,24,"16C"
"0005432706426",2971,25,"17A"
"0005432706423",2971,26,"17D"
"0005432706416",2971,27,"18E"
"0005432217736",2971,28,"19F"
"0005432706434",2971,29,"20C"
"0005432706425",2971,30,"20D"
"0005432692660",30069,1,"1A"
"0005433123647",30069,2,"1C"
"0005432880612",30069,3,"1D"
"0005432706330",30069,4,"1F"
"0005432692681",30069,5,"2A"
"0005432692655",30069,6,"2D"
"0005432692662",30069,7,"2F"
"0005432880614",30069,8,"3A"
"0005433123641",30069,9,"3C"
"0005433123643",30069,10,"3D"
"0005432880623",30069,11,"3F"
"0005433123645",30069,12,"5A"
"0005432692684",30069,13,"5C"
"0005432880624",30069,14,"5D"
"0005432880621",30069,15,"5F"
"0005432692653",30069,16,"6A"
"0005432880619",30069,17,"6C"
"0005432880611",30069,18,"6D"
"0005432880617",30069,19,"6E"
"0005432692679",30069,20,"6F"
"0005432692665",30069,21,"7A"
"0005432692685",30069,22,"7C"
"0005433123653",30069,23,"7E"
"0005433123642",30069,24,"7F"
"0005432692671",30069,25,"8A"
"0005433123650",30069,26,"8C"
"0005433123639",30069,27,"8E"
"0005432706316",30069,28,"8F"
"0005432880620",30069,29,"9A"
"0005433194825",30069,30,"9C"
"0005432706329",30069,31,"9D"
"0005432692673",30069,32,"9E"
"0005432692656",30069,33,"9F"
"0005432692675",30069,34,"10C"
"0005432880613",30069,35,"10E"
"0005433123635",30069,36,"10F"
"0005432692678",30069,37,"11C"
"0005432880615",30069,38,"11D"
"0005432692677",30069,39,"11E"
"0005433123654",30069,40,"11F"
"0005433123640",30069,41,"12A"
"0005432692664",30069,42,"12C"
"0005432880625",30069,43,"12E"
"0005432692659",30069,44,"12F"
"0005432880622",30069,45,"13C"
"0005432692668",30069,46,"13D"
"0005433123646",30069,47,"13E"
"0005432692683",30069,48,"13F"
"0005432880618",30069,49,"14D"
"0005433123636",30069,50,"14E"
"0005432692661",30069,51,"14F"
"0005432692657",30069,52,"15A"
"0005432692654",30069,53,"15C"
"0005432692680",30069,54,"15D"
"0005433123649",30069,55,"15E"
"0005432692658",30069,56,"16A"
"0005433194824",30069,57,"16C"
"0005433123637",30069,58,"16D"
"0005433123648",30069,59,"16E"
"0005432692670",30069,60,"16F"
"0005432692672",30069,61,"17A"
"0005433123638",30069,62,"17D"
"0005432706315",30069,63,"17E"
"0005433123652",30069,64,"17F"
"0005433123644",30069,65,"18A"
"0005432692667",30069,66,"18C"
"0005432692666",30069,67,"18D"
"0005432706307",30069,68,"18E"
"0005432692682",30069,69,"19A"
"0005432706314",30069,70,"19C"
"0005432692674",30069,71,"19D"
"0005432692663",30069,72,"19E"
"0005432692676",30069,73,"19F"
"0005432880616",30069,74,"20A"
"0005432692669",30069,75,"20C"
"0005433123634",30069,76,"20D"
"0005433123651",30069,77,"20E"
"0005433123655",30069,78,"20F"
"0005434988583",23648,1,"1A"
"0005434979348",23648,2,"1B"
"0005434979367",23648,3,"1C"
"0005434979358",23648,4,"2B"
"0005434979360",23648,5,"2C"
"0005434979355",23648,6,"2D"
"0005434988587",23648,7,"3A"
"0005434979366",23648,8,"3B"
"0005434979371",23648,9,"3C"
"0005434979345",23648,10,"3D"
"0005434979369",23648,11,"4A"
"0005434988582",23648,12,"4B"
"0005434988584",23648,13,"4D"
"0005434979373",23648,14,"5A"
"0005434979362",23648,15,"5D"
"0005434979372",23648,16,"6A"
"0005434979359",23648,17,"6C"
"0005434979364",23648,18,"6D"
"0005434979349",23648,19,"7A"
"0005434988585",23648,20,"7B"
"0005434979346",23648,21,"7C"
"0005434979363",23648,22,"7D"
"0005434979352",23648,23,"18A"
"0005434979354",23648,24,"18B"
"0005434979374",23648,25,"18C"
"0005434979351",23648,26,"18D"
"0005434979350",23648,27,"19A"
"0005434979365",23648,28,"19B"
"0005434979370",23648,29,"19C"
"0005434979357",23648,30,"20A"
"0005434988586",23648,31,"21A"
"0005434979368",23648,32,"21D"
"0005434979347",23648,33,"22A"
"0005434979353",23648,34,"22B"
"0005434988581",23648,35,"22C"
"0005434979361",23648,36,"22D"
"0005434988580",23648,37,"23A"
"0005434979356",23648,38,"23B"
"0005434302397",10276,1,"2B"
"0005434302396",10276,2,"2C"
"0005434302395",10276,3,"5C"
"0005434302398",10276,4,"18C"
"0005433113505",19593,1,"18C"
"0005435068399",3559,1,"1D"
"0005435068400",3559,2,"2C"
"0005435068378",3559,3,"3A"
"0005435068418",3559,4,"3D"
"0005435068398",3559,5,"4C"
"0005435068388",3559,6,"4D"
"0005435068382",3559,7,"4E"
"0005435068371",3559,8,"4F"
"0005435068376",3559,9,"5A"
"0005435068374",3559,10,"5C"
"0005435068402",3559,11,"5D"
"0005435068372",3559,12,"6A"
"0005435718856",3559,13,"6C"
"0005435068395",3559,14,"6D"
"0005435068419",3559,15,"6E"
"0005435068403",3559,16,"7C"
"0005435068373",3559,17,"7D"
"0005435068396",3559,18,"7E"
"0005435068413",3559,19,"7F"
"0005435068407",3559,20,"8A"
"0005435718857",3559,21,"8E"
"0005435068410",3559,22,"8F"
"0005435068392",3559,23,"9E"
"0005435068412",3559,24,"10C"
"0005435068417",3559,25,"10D"
"0005435068381",3559,26,"10E"
"0005435068408",3559,27,"10F"
"0005435068397",3559,28,"11C"
"0005435068420",3559,29,"11E"
"0005435068389",3559,30,"11F"
"0005435068377",3559,31,"12A"
"0005435068391",3559,32,"12C"
"0005435068415",3559,33,"12D"
"0005435068386",3559,34,"12E"
"0005435718860",3559,35,"13D"
"0005435068375",3559,36,"13E"
"0005435718861",3559,37,"14A"
"0005435068379",3559,38,"14C"
"0005435068414",3559,39,"14D"
"0005435068383",3559,40,"14E"
"0005435068390",3559,41,"15D"
"0005435718862",3559,42,"15F"
"0005435068406",3559,43,"16A"
"0005435068393",3559,44,"16D"
"0005435068387",3559,45,"16E"
"0005435068401",3559,46,"16F"
"0005435068411",3559,47,"17A"
"0005435068409",3559,48,"17D"
"0005435068416",3559,49,"17E"
"0005435068384",3559,50,"17F"
"0005435718858",3559,51,"18A"
"0005435068394",3559,52,"18D"
"0005435068421",3559,53,"18E"
"0005435068405",3559,54,"18F"
"0005435068385",3559,55,"19C"
"0005435068404",3559,56,"19D"
"0005435068422",3559,57,"20A"
"0005435068380",3559,58,"20E"
"0005435718859",3559,59,"20F"
"0005435925120",15305,1,"1C"
"0005435925099",15305,2,"3A"
"0005435925117",15305,3,"4A"
"0005435925114",15305,4,"5F"
"0005435925101",15305,5,"6E"
"0005435925102",15305,6,"7C"
"0005435925107",15305,7,"9A"
"0005435925103",15305,8,"9D"
"0005435925098",15305,9,"9E"
"0005435925111",15305,10,"9F"
"0005435925115",15305,11,"10A"
"0005435925113",15305,12,"10E"
"0005435925118",15305,13,"12A"
"0005435925108",15305,14,"12C"
"0005435925116",15305,15,"12F"
"0005435925112",15305,16,"13C"
"0005435925097",15305,17,"14D"
"0005435925109",15305,18,"16A"
"0005435939862",15305,19,"16C"
"0005435925106",15305,20,"16E"
"0005435925110",15305,21,"17A"
"0005435925096",15305,22,"17C"
"0005435925105",15305,23,"17E"
"0005435925119",15305,24,"18E"
"0005435925104",15305,25,"20A"
"0005435925100",15305,26,"20C"
"0005432658563",18200,1,"2A"
"0005432659678",18200,2,"3A"
"0005432658562",18200,3,"3B"
"0005432660790",18200,4,"5A"
"0005432659677",18200,5,"6B"
"0005432901308",240,1,"6D"
"0005432157466",240,2,"9C"
"0005432157465",240,3,"14F"
"0005432901309",240,4,"26A"
"0005432207624",239,1,"1A"
"0005432288941",239,2,"1C"
"0005432261314",239,3,"2A"
"0005432817082",239,4,"2F"
"0005432261299",239,5,"4D"
"0005432261301",239,6,"5A"
"0005432261279",239,7,"5F"
"0005432817073",239,8,"6A"
"0005432261303",239,9,"6F"
"0005432261294",239,10,"6D"
"0005432261276",239,11,"7A"
"0005432261297",239,12,"8A"
"0005432817074",239,13,"8B"
"0005432261307",239,14,"8D"
"0005432207625",239,15,"9B"
"0005432261317",239,16,"10D"
"0005434153517",239,17,"10F"
"0005432261286",239,18,"11A"
"0005432261285",239,19,"11E"
"0005432817063",239,20,"12A"
"0005432817088",239,21,"11F"
"0005432261305",239,22,"12D"
"0005432261291",239,23,"12F"
"0005432261310",239,24,"13A"
"0005432817079",239,25,"13C"
"0005432817077",239,26,"13B"
"0005432261306",239,27,"13D"
"0005432817081",239,28,"13E"
"0005432207626",239,29,"14B"
"0005432817087",239,30,"14A"
"0005432261309",239,31,"14C"
"0005432817084",239,32,"15B"
"0005432261277",239,33,"15A"
"0005432261300",239,34,"15C"
"0005432288943",239,35,"15D"
"0005432817078",239,36,"15F"
"0005432261281",239,37,"15E"
"0005432817067",239,38,"16F"
"0005432261296",239,39,"17B"
"0005432817070",239,40,"17A"
"0005432261319",239,41,"17C"
"0005432261293",239,42,"17E"
"0005432261290",239,43,"18A"
"0005432261280",239,44,"18B"
"0005432817080",239,45,"18D"
"0005432261316",239,46,"18C"
"0005432817085",239,47,"19C"
"0005432817072",239,48,"19E"
"0005432288942",239,49,"20C"
"0005432261292",239,50,"20D"
"0005432261315",239,51,"20F"
"0005432817061",239,52,"21A"
"0005432261311",239,53,"21C"
"0005432817069",239,54,"21B"
"0005432817076",239,55,"21D"
"0005432261320",239,56,"22A"
"0005432261283",239,57,"22B"
"0005432261304",239,58,"22D"
"0005432817068",239,59,"22E"
"0005432817059",239,60,"23D"
"0005432817066",239,61,"23C"
"0005432261287",239,62,"23F"
"0005432817062",239,63,"23E"
"0005432261288",239,64,"24B"
"0005432817060",239,65,"24C"
"0005432261321",239,66,"24E"
"0005432817071",239,67,"24D"
"0005432817064",239,68,"24F"
"0005432261298",239,69,"25B"
"0005432817086",239,70,"26D"
"0005432261318",239,71,"27C"
"0005432261313",239,72,"27F"
"0005432261308",239,73,"28A"
"0005432261278",239,74,"28B"
"0005432261284",239,75,"28F"
"0005432261312",239,76,"29C"
"0005432288940",239,77,"30A"
"0005432261282",239,78,"29F"
"0005432817065",239,79,"30C"
"0005434153516",239,80,"30E"
"0005432261302",239,81,"30F"
"0005432261289",239,82,"31B"
"0005432261295",239,83,"31C"
"0005432817083",239,84,"31E"
"0005432817075",239,85,"31F"
"0005432019910",8069,1,"1A"
"0005433101404",8069,2,"1D"
"0005432019913",8069,3,"1C"
"0005432919568",8069,4,"2A"
"0005432919572",8069,5,"2C"
"0005433101426",8069,6,"2F"
"0005432751481",8069,7,"3A"
"0005432019898",8069,8,"3D"
"0005432919582",8069,9,"3C"
"0005432919579",8069,10,"3F"
"0005432919569",8069,11,"4D"
"0005433101411",8069,12,"4C"
"0005432019892",8069,13,"5A"
"0005432677521",8069,14,"4F"
"0005433101444",8069,15,"5C"
"0005432919571",8069,16,"5D"
"0005432044487",8069,17,"6C"
"0005433101407",8069,18,"7A"
"0005433101425",8069,19,"6F"
"0005433101417",8069,20,"7D"
"0005433101402",8069,21,"7C"
"0005432019893",8069,22,"7F"
"0005432919586",8069,23,"8A"
"0005433101398",8069,24,"8C"
"0005433101394",8069,25,"8B"
"0005432391960",8069,26,"8D"
"0005433101415",8069,27,"8F"
"0005433101431",8069,28,"9B"
"0005432919570",8069,29,"9C"
"0005432753258",8069,30,"9D"
"0005433101439",8069,31,"9F"
"0005432919575",8069,32,"9E"
"0005432019912",8069,33,"10A"
"0005433101450",8069,34,"10B"
"0005432044488",8069,35,"10D"
"0005433101416",8069,36,"10C"
"0005432919574",8069,37,"10E"
